Caught,IconFile
0,322-numel-shiny.svg
1,323-camerupt.svg
0,323-camerupt-shiny.svg
1,324-torkoal.svg
0,324-torkoal-shiny.svg
1,325-spoink.svg
0,325-spoink-shiny.svg
1,326-grumpig.svg
0,326-grumpig-shiny.svg
1,327-spinda-1.svg
0,327-spinda-1-shiny.svg
1,327-spinda-2.svg
0,327-spinda-2-shiny.svg
1,327-spinda-3.svg
0,327-spinda-3-shiny.svg
1,327-spinda-4.svg
0,327-spinda-4-shiny.svg
1,327-spinda-5.svg
0,327-spinda-5-shiny.svg
1,327-spinda-6.svg
0,327-spinda-6-shiny.svg
1,327-spinda-7.svg
0,327-spinda-7-shiny.svg
1,327-spinda-8.svg
0,327-spinda-8-shiny.svg
1,327-spinda-9.svg
0,327-spinda-9-shiny.svg
1,328-trapinch.svg
1,328-trapinch-shiny.svg
1,329-vibrava.svg
1,329-vibrava-shiny.svg
1,330-flygon.svg
1,330-flygon-shiny.svg
1,331-cacnea.svg
0,331-cacnea-shiny.svg
1,332-cacturne.svg
0,332-cacturne-shiny.svg
1,333-swablu.svg
1,333-swablu-shiny.svg
1,334-altaria.svg
1,334-altaria-shiny.svg
1,335-zangoose.svg
0,335-zangoose-shiny.svg
1,336-seviper.svg
0,336-seviper-shiny.svg
1,337-lunatone.svg
0,337-lunatone-shiny.svg
1,338-solrock.svg
1,338-solrock-shiny.svg
1,339-barboach.svg
0,339-barboach-shiny.svg
1,340-whiscash.svg
0,340-whiscash-shiny.svg
1,341-corphish.svg
0,341-corphish-shiny.svg
1,342-crawdaunt.svg
0,342-crawdaunt-shiny.svg
1,343-baltoy.svg
0,343-baltoy-shiny.svg
1,344-claydol.svg
0,344-claydol-shiny.svg
1,345-lileep.svg
1,345-lileep-shiny.svg
1,346-cradily.svg
1,346-cradily-shiny.svg
1,347-anorith.svg
0,347-anorith-shiny.svg
1,348-armaldo.svg
0,348-armaldo-shiny.svg
1,349-feebas.svg
0,349-feebas-shiny.svg
1,350-milotic.svg
0,350-milotic-shiny.svg
1,351-castform-normal.svg
1,351-castform-normal-shiny.svg
1,351-castform-rainy.svg
1,351-castform-snowy.svg
1,351-castform-sunny.svg
0,352-kecleon.svg
0,352-kecleon-shiny.svg
1,353-shuppet.svg
1,353-shuppet-shiny.svg
1,354-banette.svg
0,354-banette-shiny.svg
1,355-duskull.svg
1,355-duskull-shiny.svg
1,356-dusclops.svg
0,356-dusclops-shiny.svg
0,357-tropius.svg
0,357-tropius-shiny.svg
1,358-chimecho.svg
0,358-chimecho-shiny.svg
1,359-absol.svg
1,359-absol-shiny.svg
1,360-wynaut.svg
0,360-wynaut-shiny.svg
1,361-snorunt.svg
1,361-snorunt-shiny.svg
1,362-glalie.svg
0,362-glalie-shiny.svg
1,363-spheal.svg
0,363-spheal-shiny.svg
1,364-sealeo.svg
0,364-sealeo-shiny.svg
1,365-walrein.svg
0,365-walrein-shiny.svg
1,366-clamperl.svg
1,366-clamperl-shiny.svg
1,367-huntail.svg
1,367-huntail-shiny.svg
1,368-gorebyss.svg
0,368-gorebyss-shiny.svg
0,369-relicanth.svg
0,369-relicanth-shiny.svg
1,370-luvdisc.svg
0,370-luvdisc-shiny.svg
1,371-bagon.svg
1,371-bagon-shiny.svg
1,372-shelgon.svg
1,372-shelgon-shiny.svg
1,373-salamence.svg
1,373-salamence-shiny.svg
1,374-beldum.svg
1,374-beldum-shiny.svg
1,375-metang.svg
1,375-metang-shiny.svg
1,376-metagross.svg
1,376-metagross-shiny.svg
1,377-regirock.svg
0,377-regirock-shiny.svg
1,378-regice.svg
0,378-regice-shiny.svg
1,379-registeel.svg
0,379-registeel-shiny.svg
1,380-latias.svg
0,380-latias-shiny.svg
1,381-latios.svg
1,381-latios-shiny.svg
1,382-kyogre.svg
1,382-kyogre-shiny.svg
1,383-groudon.svg
1,383-groudon-shiny.svg
1,384-rayquaza.svg
0,384-rayquaza-shiny.svg
0,385-jirachi.svg
0,385-jirachi-shiny.svg
1,386-deoxys-attack.svg
0,386-deoxys-attack-shiny.svg
1,386-deoxys-defense.svg
0,386-deoxys-defense-shiny.svg
1,386-deoxys-normal.svg
0,386-deoxys-normal-shiny.svg
1,386-deoxys-speed.svg
0,386-deoxys-speed-shiny.svg
1,387-turtwig.svg
0,387-turtwig-shiny.svg
1,388-grotle.svg
0,388-grotle-shiny.svg
1,389-torterra.svg
0,389-torterra-shiny.svg
1,390-chimchar.svg
0,390-chimchar-shiny.svg
1,391-monferno.svg
0,391-monferno-shiny.svg
1,392-infernape.svg
0,392-infernape-shiny.svg
1,393-piplup.svg
1,393-piplup-shiny.svg
1,394-prinplup.svg
1,394-prinplup-shiny.svg
1,395-empoleon.svg
1,395-empoleon-shiny.svg
1,396-starly.svg
0,396-starly-shiny.svg
1,397-staravia.svg
0,397-staravia-shiny.svg
1,398-staraptor.svg
0,398-staraptor-shiny.svg
1,399-bidoof.svg
0,399-bidoof-shiny.svg
1,400-bibarel.svg
0,400-bibarel-shiny.svg
1,401-kricketot.svg
0,401-kricketot-shiny.svg
1,402-kricketune.svg
0,402-kricketune-shiny.svg
1,403-shinx.svg
1,403-shinx-shiny.svg
1,404-luxio.svg
1,404-luxio-shiny.svg
0,405-luxray.svg
0,405-luxray-shiny.svg
1,406-budew.svg
0,406-budew-shiny.svg
1,407-roserade.svg
0,407-roserade-shiny.svg
1,408-cranidos.svg
0,408-cranidos-shiny.svg
0,409-rampardos.svg
0,409-rampardos-shiny.svg
1,410-shieldon.svg
0,410-shieldon-shiny.svg
0,411-bastiodon.svg
0,411-bastiodon-shiny.svg
1,412-burmy-plant.svg
0,412-burmy-plant-shiny.svg
1,412-burmy-sandy.svg
0,412-burmy-sandy-shiny.svg
1,412-burmy-trash.svg
0,412-burmy-trash-shiny.svg
0,413-wormadam-plant.svg
0,413-wormadam-plant-shiny.svg
0,413-wormadam-sandy.svg
0,413-wormadam-sandy-shiny.svg
0,413-wormadam-trash.svg
0,413-wormadam-trash-shiny.svg
0,414-mothim.svg
0,414-mothim-shiny.svg
1,415-combee.svg
0,415-combee-shiny.svg
0,416-vespiquen.svg
0,416-vespiquen-shiny.svg
0,417-pachirisu.svg
0,417-pachirisu-shiny.svg
1,418-buizel.svg
0,418-buizel-shiny.svg
0,419-floatzel.svg
0,419-floatzel-shiny.svg
1,420-cherubi.svg
0,420-cherubi-shiny.svg
1,421-cherrim-overcast.svg
0,421-cherrim-overcast-shiny.svg
1,421-cherrim-sunshine.svg
0,421-cherrim-sunshine-shiny.svg
0,422-shellos-east.svg
0,422-shellos-east-shiny.svg
1,422-shellos-west.svg
0,422-shellos-west-shiny.svg
0,423-gastrodon-east.svg
0,423-gastrodon-east-shiny.svg
0,423-gastrodon-west.svg
0,423-gastrodon-west-shiny.svg
1,424-ambipom.svg
0,424-ambipom-shiny.svg
1,425-drifloon.svg
1,425-drifloon-shiny.svg
1,426-drifblim.svg
0,426-drifblim-shiny.svg
1,427-buneary.svg
0,427-buneary-shiny.svg
1,428-lopunny.svg
0,428-lopunny-shiny.svg
0,429-mismagius.svg
0,429-mismagius-shiny.svg
0,430-honchkrow.svg
0,430-honchkrow-shiny.svg
1,431-glameow.svg
0,431-glameow-shiny.svg
1,432-purugly.svg
0,432-purugly-shiny.svg
1,433-chingling.svg
0,433-chingling-shiny.svg
1,434-stunky.svg
0,434-stunky-shiny.svg
1,435-skuntank.svg
0,435-skuntank-shiny.svg
1,436-bronzor.svg
0,436-bronzor-shiny.svg
1,437-bronzong.svg
0,437-bronzong-shiny.svg
1,438-bonsly.svg
0,438-bonsly-shiny.svg
0,439-mimejr.svg
0,439-mimejr-shiny.svg
1,440-happiny.svg
0,440-happiny-shiny.svg
0,441-chatot.svg
0,441-chatot-shiny.svg
1,442-spiritomb.svg
0,442-spiritomb-shiny.svg
1,443-gible.svg
0,443-gible-shiny.svg
0,444-gabite.svg
0,444-gabite-shiny.svg
0,445-garchomp.svg
0,445-garchomp-shiny.svg
1,446-munchlax.svg
0,446-munchlax-shiny.svg
1,447-riolu.svg
0,447-riolu-shiny.svg
0,448-lucario.svg
0,448-lucario-shiny.svg
1,449-hippopotas-f.svg
0,449-hippopotas-f-shiny.svg
1,449-hippopotas-m.svg
0,449-hippopotas-m-shiny.svg
0,450-hippowdon-f.svg
0,450-hippowdon-f-shiny.svg
0,450-hippowdon-m.svg
0,450-hippowdon-m-shiny.svg
1,451-skorupi.svg
0,451-skorupi-shiny.svg
0,452-drapion.svg
0,452-drapion-shiny.svg
1,453-croagunk.svg
0,453-croagunk-shiny.svg
1,454-toxicroak.svg
0,454-toxicroak-shiny.svg
1,455-carnivine.svg
0,455-carnivine-shiny.svg
1,456-finneon.svg
0,456-finneon-shiny.svg
0,457-lumineon.svg
0,457-lumineon-shiny.svg
1,458-mantyke.svg
0,458-mantyke-shiny.svg
1,459-snover.svg
0,459-snover-shiny.svg
1,460-abomasnow.svg
0,460-abomasnow-shiny.svg
0,461-weavile.svg
0,461-weavile-shiny.svg
1,462-magnezone.svg
0,462-magnezone-shiny.svg
0,463-lickilicky.svg
0,463-lickilicky-shiny.svg
0,464-rhyperior.svg
0,464-rhyperior-shiny.svg
0,465-tangrowth.svg
0,465-tangrowth-shiny.svg
0,466-electivire.svg
0,466-electivire-shiny.svg
1,467-magmortar.svg
0,467-magmortar-shiny.svg
0,468-togekiss.svg
0,468-togekiss-shiny.svg
0,469-yanmega.svg
0,469-yanmega-shiny.svg
1,470-leafeon.svg
1,470-leafeon-shiny.svg
1,471-glaceon.svg
1,471-glaceon-shiny.svg
0,472-gliscor.svg
0,472-gliscor-shiny.svg
1,473-mamoswine.svg
1,473-mamoswine-shiny.svg
0,474-porygon-z.svg
0,474-porygon-z-shiny.svg
1,475-gallade.svg
1,475-gallade-shiny.svg
1,476-probopass.svg
0,476-probopass-shiny.svg
0,477-dusknoir.svg
0,477-dusknoir-shiny.svg
0,478-froslass.svg
0,478-froslass-shiny.svg
0,479-rotom.svg
0,479-rotom-fan.svg
0,479-rotom-fan-shiny.svg
0,479-rotom-frost.svg
0,479-rotom-frost-shiny.svg
0,479-rotom-heat.svg
0,479-rotom-heat-shiny.svg
0,479-rotom-mow.svg
0,479-rotom-mow-shiny.svg
0,479-rotom-shiny.svg
0,479-rotom-wash.svg
0,479-rotom-wash-shiny.svg
1,480-uxie.svg
0,480-uxie-shiny.svg
0,481-mesprit.svg
0,481-mesprit-shiny.svg
1,482-azelf.svg
0,482-azelf-shiny.svg
1,483-dialga.svg
0,483-dialga-shiny.svg
1,484-palkia.svg
0,484-palkia-shiny.svg
1,485-heatran.svg
0,485-heatran-shiny.svg
0,486-regigigas.svg
0,486-regigigas-shiny.svg
1,487-giratina-altered.svg
0,487-giratina-altered-shiny.svg
1,487-giratina-origin.svg
0,487-giratina-origin-shiny.svg
1,488-cresselia.svg
0,488-cresselia-shiny.svg
0,489-phione.svg
0,489-phione-shiny.svg
0,490-manaphy.svg
0,490-manaphy-shiny.svg
0,491-darkrai.svg
0,491-darkrai-shiny.svg
0,492-shaymin-land.svg
0,492-shaymin-land-shiny.svg
0,492-shaymin-sky.svg
0,492-shaymin-sky-shiny.svg
0,493-arceus-bug.svg
0,493-arceus-dark.svg
0,493-arceus-dragon.svg
0,493-arceus-electric.svg
0,493-arceus-fairy.svg
0,493-arceus-fighting.svg
0,493-arceus-fire.svg
0,493-arceus-flying.svg
0,493-arceus-ghost.svg
0,493-arceus-grass.svg
0,493-arceus-ground.svg
0,493-arceus-ice.svg
0,493-arceus-normal.svg
0,493-arceus-normal-shiny.svg
0,493-arceus-poison.svg
0,493-arceus-psychic.svg
0,493-arceus-rock.svg
0,493-arceus-steel.svg
0,493-arceus-water.svg
0,494-victini.svg
1,495-snivy.svg
0,496-servine.svg
0,497-serperior.svg
1,498-tepig.svg
0,499-pignite.svg
0,500-emboar.svg
1,501-oshawott.svg
0,502-dewott.svg
0,503-samurott.svg
1,504-patrat.svg
1,505-watchog.svg
1,506-lillipup.svg
1,507-herdier.svg
0,508-stoutland.svg
1,509-purrloin.svg
0,510-liepard.svg
0,511-pansage.svg
0,512-simisage.svg
0,513-pansear.svg
0,514-simisear.svg
1,515-panpour.svg
0,516-simipour.svg
0,517-munna.svg
0,518-musharna.svg
1,519-pidove.svg
0,520-tranquill.svg
0,521-unfezant-female.svg
0,521-unfezant-male.svg
0,522-blitzle.svg
0,522-blitzle-shiny.svg
0,523-zebstrika.svg
0,523-zebstrika-shiny.svg
1,524-roggenrola.svg
0,524-roggenrola-shiny.svg
0,525-boldore.svg
0,525-boldore-shiny.svg
0,526-gigalith.svg
0,526-gigalith-shiny.svg
1,527-woobat.svg
0,528-swoobat.svg
1,529-drilbur.svg
0,529-drilbur-shiny.svg
0,530-excadrill.svg
0,530-excadrill-shiny.svg
0,531-audino.svg
0,531-audino-shiny.svg
1,532-timburr.svg
0,532-timburr-shiny.svg
0,533-gurdurr.svg
0,533-gurdurr-shiny.svg
0,534-conkeldurr.svg
0,534-conkeldurr-shiny.svg
1,535-tympole.svg
0,536-palpitoad.svg
0,537-seismitoad.svg
1,538-throh.svg
0,538-throh-shiny.svg
0,539-sawk.svg
0,539-sawk-shiny.svg
0,540-sewaddle.svg
0,540-sewaddle-shiny.svg
0,541-swadloon.svg
0,541-swadloon-shiny.svg
0,542-leavanny.svg
0,542-leavanny-shiny.svg
1,543-venipede.svg
0,543-venipede-shiny.svg
0,544-whirlipede.svg
0,544-whirlipede-shiny.svg
0,545-scolipede.svg
0,545-scolipede-shiny.svg
0,546-cottonee.svg
0,546-cottonee-shiny.svg
0,547-whimsicott.svg
0,547-whimsicott-shiny.svg
0,548-petili.svg
0,548-petilil.svg
0,549-lilligant.svg
1,550-basculin-blue.svg
0,550-basculin-blue-shiny.svg
0,550-basculin-red.svg
0,550-basculin-red-shiny.svg
0,551-sandile.svg
0,551-sandile-shiny.svg
0,552-krokorok.svg
0,552-krokorok-shiny.svg
0,553-krookodile.svg
0,553-krookodile-shiny.svg
1,554-darumaka.svg
0,554-darumaka-shiny.svg
0,555-darmanitan.svg
0,555-darmanitan-shiny.svg
0,556-maractus.svg
0,556-maractus-shiny.svg
1,557-dwebble.svg
0,557-dwebble-shiny.svg
0,558-crustle.svg
0,558-crustle-shiny.svg
0,559-scraggy.svg
0,559-scraggy-shiny.svg
0,560-scrafty.svg
0,560-scrafty-shiny.svg
0,561-sigilyph.svg
0,561-sigilyph-shiny.svg
1,562-yamask.svg
0,562-yamask-shiny.svg
0,563-cofagrigus.svg
0,563-cofagrigus-shiny.svg
0,564-tirtouga.svg
0,564-tirtouga-shiny.svg
0,565-carracosta.svg
0,565-carracosta-shiny.svg
0,566-archen.svg
0,566-archen-shiny.svg
0,567-archeops.svg
0,567-archeops-shiny.svg
1,568-trubbish.svg
0,568-trubbish-shiny.svg
0,569-garbodor.svg
0,569-garbodor-shiny.svg
0,570-zorua.svg
0,570-zorua-shiny.svg
0,571-zoroark.svg
0,571-zoroark-shiny.svg
1,572-minccino.svg
0,572-minccino-shiny.svg
0,573-cinccino.svg
0,573-cinccino-shiny.svg
1,574-gothita.svg
0,574-gothita-shiny.svg
0,575-gothorita.svg
0,575-gothorita-shiny.svg
0,576-gothitelle.svg
0,576-gothitelle-shiny.svg
0,577-solosis.svg
0,577-solosis-shiny.svg
0,578-duosion.svg
0,578-duosion-shiny.svg
0,579-reuniclus.svg
0,579-reuniclus-shiny.svg
0,580-ducklett.svg
0,580-ducklett-shiny.svg
0,581-swanna.svg
0,581-swanna-shiny.svg
0,582-vanillite.svg
0,582-vanillite-shiny.svg
0,583-vanillish.svg
0,583-vanillish-shiny.svg
0,584-vanilluxe.svg
0,584-vanilluxe-shiny.svg
0,585-deerling-autumn.svg
0,585-deerling-autumn-shiny.svg
0,585-deerling-spring.svg
0,585-deerling-spring-shiny.svg
0,585-deerling-summer.svg
0,585-deerling-summer-shiny.svg
0,585-deerling-winter.svg
0,585-deerling-winter-shiny.svg
0,586-sawsbuck-autumn.svg
0,586-sawsbuck-autumn-shiny.svg
0,586-sawsbuck-spring.svg
0,586-sawsbuck-spring-shiny.svg
0,586-sawsbuck-summer.svg
0,586-sawsbuck-summer-shiny.svg
0,586-sawsbuck-winter.svg
0,586-sawsbuck-winter-shiny.svg
0,587-emolga.svg
0,587-emolga-shiny.svg
1,588-karrablast.svg
0,588-karrablast-shiny.svg
0,589-escavalier.svg
0,589-escavalier-shiny.svg
1,590-foongus.svg
0,591-amoonguss.svg
0,592-frillish-f.svg
0,592-frillish-m.svg
0,593-jellicent-f.svg
0,593-jellicent-m.svg
0,594-alomomola.svg
0,594-alomomola-shiny.svg
1,595-joltik.svg
0,595-joltik-shiny.svg
0,596-galvantula.svg
0,596-galvantula-shiny.svg
1,597-ferroseed.svg
0,597-ferroseed-shiny.svg
0,598-ferrothorn.svg
0,598-ferrothorn-shiny.svg
1,599-klink.svg
0,600-klang.svg
0,601-klinklang.svg
0,602-tynamo.svg
0,602-tynamo-shiny.svg
0,603-eelektrik.svg
0,603-eelektrik-shiny.svg
0,604-eelektross.svg
0,604-eelektross-shiny.svg
0,605-elgyem.svg
0,605-elgyem-shiny.svg
0,606-beheeyem.svg
0,606-beheeyem-shiny.svg
1,607-litwick.svg
0,608-lampent.svg
0,609-chandelure.svg
0,610-axew.svg
0,610-axew-shiny.svg
0,611-fraxure.svg
0,611-fraxure-shiny.svg
0,612-haxorus.svg
0,612-haxorus-shiny.svg
1,613-cubchoo.svg
0,613-cubchoo-shiny.svg
0,614-beartic.svg
0,614-beartic-shiny.svg
1,615-cryogonal.svg
0,615-cryogonal-shiny.svg
1,616-shelmet.svg
0,616-shelmet-shiny.svg
0,617-accelgor.svg
0,617-accelgor-shiny.svg
0,618-stunfisk.svg
0,618-stunfisk-shiny.svg
0,619-mienfoo.svg
0,619-mienfoo-shiny.svg
0,620-mienshao.svg
0,620-mienshao-shiny.svg
0,621-druddigon.svg
0,621-druddigon-shiny.svg
0,622-golett.svg
0,622-golett-shiny.svg
0,623-golurk.svg
0,623-golurk-shiny.svg
0,624-pawniard.svg
0,624-pawniard-shiny.svg
0,625-bisharp.svg
0,625-bisharp-shiny.svg
0,626-bouffalant.svg
0,626-bouffalant-shiny.svg
0,627-rufflet.svg
0,627-rufflet-shiny.svg
0,628-braviary.svg
0,628-braviary-shiny.svg
0,629-vullaby.svg
0,629-vullaby-shiny.svg
0,630-mandibuzz.svg
0,630-mandibuzz-shiny.svg
1,631-heatmor.svg
0,631-heatmor-shiny.svg
0,632-durant.svg
0,632-durant-shiny.svg
1,633-deino.svg
0,633-deino-shiny.svg
0,634-zweilous.svg
0,634-zweilous-shiny.svg
0,635-hydreigon.svg
0,635-hydreigon-shiny.svg
0,636-larvesta.svg
0,636-larvesta-shiny.svg
0,637-volcarona.svg
0,637-volcarona-shiny.svg
1,638-cobalion.svg
0,638-cobalion-shiny.svg
0,639-terrakion.svg
0,639-terrakion-shiny.svg
1,640-virizion.svg
0,640-virizion-shiny.svg
1,641-tornadus.svg
0,641-tornadus-shiny.svg
0,641-tornadus-therian.svg
0,641-tornadus-therian-shiny.svg
0,642-thundurus.svg
0,642-thundurus-shiny.svg
0,642-thundurus-therian.svg
0,642-thundurus-therian-shiny.svg
0,643-reshiram.svg
0,643-reshiram-shiny.svg
0,644-zekrom.svg
0,644-zekrom-shiny.svg
0,645-landorus.svg
0,645-landorus-shiny.svg
0,645-landorus-therian.svg
0,645-landorus-therian-shiny.svg
0,646-kyurem.svg
0,646-kyurem-shiny.svg
0,647-keldeo.svg
0,647-keldeo-resolute.svg
0,647-keldeo-resolute-shiny.svg
0,647-keldeo-shiny.svg
0,648-meloetta-aria.svg
0,648-meloetta-aria-shiny.svg
0,648-meloetta-pirouette.svg
0,648-meloetta-pirouette-shiny.svg
0,649-genesect.svg
0,649-genesect-shiny.svg
1,808-meltan.svg
0,808-meltan-shiny.svg
0,809-melmetal.svg
0,809-melmetal-shiny.svg